ZoneName,areaBuilt,bathrooms,businessType,cityID,companyId,companyName,garages,latitude,longitude,propType,propID,propertyState,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID,floor,numPictures,propAddress,timeMarket
Suroriente,200,3,venta,3,2669,PROINTEGRAL SA,2,6.1804247,-75.569984,Casa,687-M2188337,Usado,0,0,3,780000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,200,3,venta,3,2669,PROINTEGRAL SA,2,6.1856523,-75.56063,Casa,687-M2419771,Usado,0,0,3,720000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,200,3,venta,3,5198,ARRENDAMIENTOS LONDONO GOMEZ SA,0,6.192083,-75.58073,Casa,11167-3515,Usado,-1,0,4,2100000000,Suroriente,7,38,-1,-1,-1,1
Suroriente,200,3,venta,3,5198,ARRENDAMIENTOS LONDOÑO GOMEZ SA,0,6.192083,-75.58073,Casa,11167-3515,Usado,-1,0,4,2650000000,Suroriente,7,38,-1,-1,-1,1
Suroriente,200,4,venta,3,2669,PROINTEGRAL SA,2,6.2010307,-75.57556,Casa,687-M2575013,Usado,0,0,4,700000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,200,4,venta,3,2669,PROINTEGRAL SA,4,6.181222,-75.56824,Casa,687-M2522013,Usado,0,0,3,1100000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,201,5,venta,3,3003,MONOPOLIO INMOBILIARIO,4,6.206809,-75.555984,Casa,2895-1294008,Usado,-1,0,4,750000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,204,4,venta,3,2669,PROINTEGRAL SA,2,6.2181644,-75.56583,Casa,687-M2762434,Usado,0,0,3,725000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,204,4,venta,3,3106,SANTA MARIA Y ASOCIADOS,2,6.218093,-75.56982,Casa,2364-15721,Usado,-1,0,4,710000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,204,5,venta,3,3809,Jorge  Gomez Propiedad Raiz,2,6.2183933,-75.567986,Casa,5570-M2788044,Usado,0,0,3,680000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,205,3,venta,3,3003,MONOPOLIO INMOBILIARIO,1,6.2126017,-75.57002,Casa,2895-M2310866,Usado,0,0,5,675000000,Suroriente,5,38,-1,-1,-1,1
Suroriente,205,5,venta,3,3664,Abad Faciolince  S.A,2,6.180085,-75.56232,Casa,5136-24961,Usado,-1,0,4,1200000000,Suroriente,5,38,-1,-1,-1,2
Suroriente,206,3,venta,3,3003,MONOPOLIO INMOBILIARIO,2,6.209055,-75.55445,Casa,2895-1237212,Usado,0,0,3,520000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,206,3,venta,3,3106,SANTA MARIA Y ASOCIADOS,2,6.200532,-75.55528,Casa,2364-10582,Usado,-1,0,3,1100000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,206,4,venta,3,2669,PROINTEGRAL SA,2,6.2153816,-75.55111,Casa,687-M2684808,Usado,0,0,4,970000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,208,3,venta,3,2669,PROINTEGRAL SA,2,6.183458,-75.570625,Casa,687-M2419800,Usado,0,0,4,690000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,208,4,venta,3,4697,GRUPO INTEGRA PROPIEDAD RAIZ,3,6.20857,-75.57102,Casa,10164-3060487,Usado,-1,0,4,620000000,Suroriente,2,38,-1,-1,-1,2
Suroriente,210,3,venta,3,3003,MONOPOLIO INMOBILIARIO,1,6.1919203,-75.55974,Casa,2895-1251429,Usado,0,0,4,360000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,210,4,venta,3,2669,PROINTEGRAL SA,2,6.1992583,-75.56752,Casa,687-M1919347,Usado,0,0,5,800000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,210,4,venta,3,3003,MONOPOLIO INMOBILIARIO,2,6.1843176,-75.56545,Casa,2895-1531208,Usado,-1,0,3,580000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,210,4,venta,3,3106,SANTA MARIA Y ASOCIADOS,2,6.202021,-75.566605,Casa,2364-5580,Usado,-1,0,3,805000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,210.08,4,venta,3,2955,MI HABITAT SAS,2,6.1953144,-75.564575,Casa,3137-M2555020,Usado,0,0,3,950000000,Suroriente,5,38,-1,-1,-1,2
Suroriente,211,5,venta,3,3106,SANTA MARIA Y ASOCIADOS,1,6.198632,-75.56565,Casa,2364-A6122,Usado,-1,0,3,693000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,211,5,venta,3,4327,COMPROCASA,2,6.185049,-75.565125,Casa,477-M2703453,Usado,0,0,3,1050000000,Suroriente,6,38,-1,-1,-1,1
Suroriente,215,4,venta,3,3260,Arrendamientos y Avaluos Umbral,2,6.1698885,-75.56479,Casa,3221-4814,Usado,-1,0,3,1180000000,Suroriente,5,38,-1,-1,-1,2
Suroriente,215,4,venta,3,5447,RESPUESTA INMOBILIARIA,2,6.2001486,-75.56394,Casa,11714-1787219,Usado,-1,0,4,850000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,215.46,4,venta,3,3640,ALBERTO ALVAREZ,2,6.19089,-75.553566,Casa,4673-34531,Usado,-1,0,3,1135000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,217,3,venta,3,2669,PROINTEGRAL SA,2,6.194185,-75.56355,Casa,687-M2451270,Usado,0,0,3,720000000,Suroriente,6,38,-1,-1,-1,2
Suroriente,217,5,Venta y Arriendo,3,2669,PROINTEGRAL SA,4,6.1833467,-75.566154,Casa,687-M2714462,Usado,9500000,9500000,3,1100000000,Suroriente,6,38,-1,-1,-1,2
