;url;city;rooms;restrooms;stratum;agent;property_code_Metro2;neighborhood_common;neighborhood_official;price;parking_places;age;area_built;area_private;admin_price;description
67;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-conquistadores-1-habitaciones-4-banos-2-garajes/3221-7092;Medellín;1;4;5.0;Arrendamientos y Avaluos Umbral;3221-7092;Conquistadores;LOS CONQUISTADORES;1500000000;2;Entre 10 y 20 años;531.0;531.0;;Casa comercial en venta de dos niveles, cuenta en el primer piso sala, comedor, alcobas, biblioteca, cocina patio y parqueadero. El uso es dotacional y puede ser utilizado para oficinas, guardería, tercera edad, servicios de salud y servicios compleme...
68;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/3221-7923;Medellín;3;3;5.0;Arrendamientos y Avaluos Umbral;3221-7923;San Lucas;SAN LUCAS;700000000;2;Entre 10 y 20 años;151.0;151.0;616000.0;Casa para la venta en San Lucas, ubicada en sector estrategico de la ciudad. Cuenta con tres niveles, comodos e iluminados espacios. Excelentes vias de acceso. Cerca de transversal superior, Mall San Lucas, Carulla y el colegio Montesori
69;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-barrio-cristobal-5-habitaciones-3-banos/2895-1383139;Medellín;5;3;3.0;MONOPOLIO INMOBILIARIO;2895-1383139;BARRIO CRISTOBAL;BARRIO CRISTOBAL;295000000;0;Entre 10 y 20 años;184.0;184.0;;COD.16064    Amplia casa bifamiliar en venta, con un área de 184 metros aproximadamente, sector Santa Mónica, 3  piso, estrato 3. Encontramos en su interior zona socia de sala comedor, cinco alcobas con closet cada una, dos baños privado y un baño soc...
70;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-cristobal-3-habitaciones-2-banos/2895-2396843;Medellín;3;2;;MONOPOLIO INMOBILIARIO;2895-2396843;San Cristobal;SAN CRISTOBAL;350000000;0;Entre 10 y 20 años;81.0;81.0;;COD 19221Estupenda casa campestre en venta,  con las condiciones que usted merece, cercano a vías principales, Instituciones Educativas, zona comercial y fácil acceso vehicular y peatonal, maravillosa vista panorámica, área de 81 metros aproximadament...
71;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-colores-5-habitaciones-4-banos-2-garajes/2895-1383089;Medellín;5;4;5.0;MONOPOLIO INMOBILIARIO;2895-1383089;LOS COLORES;LOS COLORES;990000000;2;Entre 10 y 20 años;390.0;390.0;;COD.16065    Grande casa lote en venta, con un área de 390 metros aproximadamente, sector Los Colores, 3  piso, estrato 5. Encontramos en su interior zona socia de sala comedor, cinco alcobas, cuatro closets, un vestier, alcoba de servicio, biblioteca...
72;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-boston-4-habitaciones-2-banos-1-garajes/2895-1383577;Medellín;4;2;4.0;MONOPOLIO INMOBILIARIO;2895-1383577;BOSTON;BOSTON;260000000;1;Entre 5 y 10 años;102.0;102.0;;COD.16060    Amplia casa bifamiliar en venta, con un área de 102 metros aproximadamente, sector Boston, 1  piso, estrato 4. Su interior nos ofrece zona social de sala comedor, cuatro alcobas, tres closets, un baño privado y un baño social enchapados y...
73;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-3-habitaciones-5-banos-1-garajes/2364-13427;Medellín;3;5;6.0;SANTA MARIA Y ASOCIADOS;2364-13427;San Lucas;SAN LUCAS;1400000000;1;Entre 10 y 20 años;273.0;273.0;;Casa en venta ubicada en el Poblado sector San Lucas.
74;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-campo-alegre-5-habitaciones-2-banos/2895-2024385;Medellín;5;2;4.0;MONOPOLIO INMOBILIARIO;2895-2024385;CAMPO ALEGRE;CAMPO ALEGRE;329600000;0;Entre 10 y 20 años;186.0;186.0;;COD 18217 Encantadora casa bifamiliar en venta, zona residencial de tradicionales estructuras, cercana al Mall Quintas del Danubio, Colegio Santa Teresita, Mall la 90, avenida San Juan, área de 186 metros aproximadamente, sector Los Danubios en La Amé...
75;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-las-acacias-4-habitaciones-4-banos-1-garajes/3267-11225;Medellín;4;4;5.0;INMOBILIARIA MATTIS;3267-11225;Laureles;LAS ACACIAS;1250000000;1;Entre 10 y 20 años;234.0;240.0;;Mattis inmobiliaria le presenta excelente casa unifamiliar en el sector Santa Teresita la cual cuenta con sala comedor, cocina integral , 4 habitaciones mas la del servicio , zona verde, ante jardín y patio. Con ubicación estratégica ya que se encuent...
76;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M2762434;Medellín;3;4;6.0;PROINTEGRAL SA;687-M2762434;EL POBLADO;CASTROPOL;725000000;2;Más de 20 años;204.0;204.0;;Casa en unidad cerrada sector Las Palmas. Ubicación estratégica en ambiente campestre y excelente vista sobre la ciudad, con fácil acceso desde vía principal muy cerca al CAI de Palmas. Modernos acabados, piso en mármol, 3 niveles, hall de acceso, sal...
77;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-miraflores-4-habitaciones-3-banos/2895-2737403;Medellín;4;3;4.0;MONOPOLIO INMOBILIARIO;2895-2737403;MIRAFLORES;MIRAFLORES;470000000;0;Entre 5 y 10 años;278.0;278.0;;COD.19962    Estupenda casa bifamiliar en venta, zona residencial de estructuras tradicionales y espacios verdes a su alrededor, cercana a la Estación de servicio Móbil, Centro comercial La Central, Estación de Policía, Las Mellizas, área de 278 metro...
78;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loreto-2-habitaciones-1-banos/2895-2023703;Medellín;2;1;3.0;MONOPOLIO INMOBILIARIO;2895-2023703;LORETO;LORETO;175100000;0;Entre 10 y 20 años;96.0;96.0;;COD 18209 Agradable casa bifamiliar en venta, zona residencial de estructuras tradicionales y espacios verdes, cercana a la Escuela Santo Tomás de Aquino, Casa de Cultura Ávila, Centro de Salud Loreto, parque principal, área de 96 metros aproximadamen...
79;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-rosales-5-habitaciones-2-banos-2-garajes/687-M2734741;Medellín;5;2;5.0;PROINTEGRAL SA;687-M2734741;BELEN ROSALES;ROSALES;630000000;2;Más de 20 años;240.0;240.0;;Casa comercial independiente en el sector de Belén, Rosales, sector tranquilo, fácil acceso a transporte publico, cerca a la Av bolivariana, cerca a parques, canchas, bancos, supermercados, y demás servicios complementarios. Cuenta con piso en cerámic...
80;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-aures-no.2-5-habitaciones-5-banos/2895-1275457;Medellín;5;5;2.0;MONOPOLIO INMOBILIARIO;2895-1275457;AURES No.2;AURES No.2;145000000;0;Entre 5 y 10 años;240.0;240.0;;COD.15096    Tradicional casa unifamiliar en venta, con un área de 240 metros aproximadamente por confirmar sobre escrituras, sector Aures II en Robledo, 1  piso, estrato 2. Sus dos niveles nos ofrecen amplios espacios de sala comedor, seis apartaestu...
81;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-naranjos-4-habitaciones-5-banos-4-garajes/10699-M2762647;Medellín;4;5;6.0;CATALINA SEPULVEDA TORRES;10699-M2762647;EL TESORO;LOS NARANJOS;3000000000;4;Entre 10 y 20 años;450.0;450.0;1100000.0;"Espectacular casa campestre en una de las más exclusivas zonas de la ciudad sector El Tesoro Medellín Antioquia.

Con un lote 1.030 m2 y un área construida 450 m2, cuenta con 4 habitaciones cada una con su baño y habitación de servicio, 2 salas, comed..."
82;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-lorena-5-habitaciones-3-banos-1-garajes/12154-2576572;Medellín;5;3;5.0;Laurel Group Inmobiliaria;12154-2576572;LAURELES;LORENA;825000000;1;Más de 20 años;0.0;220.0;;Casa para la venta en Laureles cercano a la estación de policia de Laureles,  de la calle San Juan y de la Avenida  Nutibara.  Área de 220 metros distribuidos en tres niveles  Nivel 1 una habitación, cocina integral, zona de ropas independiente, patio...
83;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-pedregal-1-habitaciones-1-banos/1429-539;Medellín;1;1;3.0;WG ESPECIALISTA INMOBILIARIA SAS;1429-539;Pedregal;PEDREGAL;210000000;0;Entre 10 y 20 años;115.0;124.0;;Oportunidad inversionistas, excelentes vías de acceso, muy buenas rutas de transporte publico, cerca al Sena de pedregal, 115Mts en un primer piso, local comercial, actualmente funciona un centro de formación Cristiano, pisos en cerámica, puerta garaj...
84;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-estadio-4-habitaciones-3-banos-1-garajes/1429-1356;Medellín;4;3;5.0;WG ESPECIALISTA INMOBILIARIA SAS;1429-1356;Estadio;ESTADIO;935000000;1;Entre 10 y 20 años;340.0;0.0;;WG Especialista Inmobiliaria le ofrece en venta o alquiler amplia casa de dos pisos ,ubicada en el sector estadio, cuenta con un área 340 metros, ideal para vivir o darle un uso comercial. cuenta con cuatro habitaciones, tres baños, dos patios, cocina...
85;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-simon-bolivar-4-habitaciones-4-banos-1-garajes/12154-2254240;Medellín;4;4;5.0;Laurel Group Inmobiliaria;12154-2254240;SIMON BOLIVAR;SIMON BOLIVAR;620000000;1;Entre 10 y 20 años;246.0;231.0;;Amplia Casa para la venta en Simón Bolivar cercana a Avenida a la  80, Calle 35, Éxito de Laureles, Centro Comercial Los Molinos, Colegio Corazonista y Universidad Adventista. Son 2 níveles Piso 2 y 3, 231  m2 construidos 246 m2 área total, ubicada en...
86;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-3-habitaciones-4-banos-2-garajes/902-M2434102;Medellín;3;4;6.0;PROCOMERCO;902-M2434102;EL POBLADO CASTROPOL;CASTROPOL;570000000;2;Entre 10 y 20 años;171.0;171.0;440000.0;Se Vende linda Casa en Condominio cerrado vigilancia privada, cuenta con extraordinarios acabados, ubicación y distribución,  cerca de centros comerciales, supermercados, colegios y universidades, contiene 3 habitaciones 3 baños, habitación de servici...
87;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-5-habitaciones-5-banos-1-garajes/10280-V147603;Medellín;5;5;5.0;DUQUE GIRALDO Y CIA;10280-V147603;EL POBLADO;SAN LUCAS;1400000000;1;Entre 10 y 20 años;318.0;318.0;;Venta de casa en el sector de San Lucas,318m2 de lote,298m2 construidos,en la actualidad hay 4 apartamentos y 4 aparta estudios que rentan 5 millones aproximadamente,la norma permite construir 3 pisos.
88;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-altos-del-poblado-4-habitaciones-4-banos-2-garajes/11318-M2646026;Medellín;4;4;5.0;GRUGES INMOBILIARIO;11318-M2646026;EL POBLADO SAN LUCAS;ALTOS DEL POBLADO;2400000000;2;Entre 10 y 20 años;310.0;310.0;;Casa para venta en Poblado, barrio San Lucas. Hermosa casa para vivir como en el campo.  Comodidades: 3 alcobas, la principal con sala, Balcón,  Vestir, baño grande y Jacussi, alcoba de servicio, 4 baños, 1 estudio que se puede convertir en alcoba, Co...
89;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-colores-5-habitaciones-4-banos-1-garajes/2895-1331127;Medellín;5;4;4.0;MONOPOLIO INMOBILIARIO;2895-1331127;LOS COLORES;LOS COLORES;600000000;1;Entre 5 y 10 años;260.0;260.0;;COD.15405    Grande casa bifamiliar en venta, con un área de 260 metros aproximadamente por confirmar sobre escrituras, sector Los Colores, 1  piso, estrato 4. Sus amplios e iluminados espacios nos ofrecen zona social de sala y comedor independientes,...
90;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-mota-3-habitaciones-3-banos-2-garajes/11318-M2646264;Medellín;3;3;5.0;GRUGES INMOBILIARIO;11318-M2646264;BELEN DE LA MOTA;LA MOTA;460000000;2;Más de 20 años;122.0;122.0;346000.0;Excelente ubicacion a una cuadra de la avenida 80,  casa en venta de 2 niveles townhouse, con un area de 122 m2, 3 alcobas, alcoba principal con baño, start, posibilidad de una cuarta alcoba con baño, parqueadero doble lineal, cuarto util. 
91;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-bolivariana-4-habitaciones-4-banos-2-garajes/12154-2515062;Medellín;4;4;5.0;Laurel Group Inmobiliaria;12154-2515062;BOLIVARIANA;BOLIVARIANA;675000000;2;Entre 0 y 5 años;220.0;183.0;;Amplia y hermosa casa para la venta en Laureles cercana  a la Universidad Pontificia Bolivariana UPB,  Centro comercial Unicentro  y los parques de Laureles.  2do piso. Área 220 m2, cuenta con  4 alcobas, 2  closets ,  2 vestiers, 4 baños, sala comedo...
92;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-florida-5-habitaciones-5-banos-4-garajes/11318-2736987;Medellín;5;5;6.0;GRUGES INMOBILIARIO;11318-2736987;El Poblado;LA FLORIDA;7000000000;4;Entre 0 y 5 años;600.0;1904.0;650000.0;Venta hermosa casa, vista panorámica de la ciudad, excelente transporte, cerca a entidades bancarias, educativas, religiosas, centros comerciales, magnifica ubicación, acabados modernos, a dos minutos del centro comercial El tesoro.
93;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-poblado-4-habitaciones-5-banos-2-garajes/687-1777856;Medellín;4;5;6.0;PROINTEGRAL SA;687-1777856;Poblado;EL POBLADO;1050000000;2;Más de 20 años;284.0;284.0;810000.0;Casa de dos niveles en unidad cerrada. Cuenta con piso en marmol y madera, 4 alcobas con baño en cada una, , estudio, estar de tv, cocina integral, dos balcones y parqueaderos independientes cubiertos. Unidad con salon social, parque infantil, zonas v...
94;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-floresta-4-habitaciones-3-banos-1-garajes/11831-2922930;Medellín;4;3;5.0;ROMA PROPIEDADES SAS;11831-2922930;LA FLORESTA;LA FLORESTA;990000000;1;Más de 20 años;260.0;260.0;;Hermosa y amplia casa en unos de los mejores sectores de Medellin, cerca a zona urbana y comercial para la comodidad de la familia, cuenta con 4 habitaciones, 3 baños.  No piedas estan gran oportunidad
95;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones-4-banos-2-garajes/2364-6791;Medellín;4;4;6.0;SANTA MARIA Y ASOCIADOS;2364-6791;El Tesoro;EL TESORO;1050000000;2;Entre 5 y 10 años;270.0;509.0;600000.0;Casa en venta ubicada en El Poblado sector El Tesoro
96;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-prado-5-habitaciones-3-banos-1-garajes/277-2310910;Medellín;5;3;4.0;Inmobiliaria Alfa Finca Raiz;277-2310910;PRADO;PRADO;450000000;1;Más de 20 años;200.0;168.0;;En venta   casa ubicada en   Prado Centro   8 metros de frente por 21  de fondo, distribuida en   cinco alcobas, tres baños, dos patios, sala de estar, sala   independiente, salón comedor, closet, puertas y ventanas nuevas, piso en   retal de mármol, ...
97;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-3-habitaciones-5-banos-4-garajes/11706-3446139;Medellín;3;5;6.0;CONFUTURO PROPIEDAD RAIZ;11706-3446139;El Tesoro;EL TESORO;1300000000;4;Entre 10 y 20 años;202.0;0.0;650000.0;Diseño original con chimenea. Deck en terraza. 3 alcobas cada una con baño, dos con vestier, alcoba de servicio con baño, terraza, zona de ropas, estar, mezanine.
98;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones/2264-AC-7484;Medellín;4;6;;ACRECER SAS;2264-AC-7484;TRANSVERSAL SUPERIOR;EL TESORO;2700000000;0;Entre 10 y 20 años;818.0;2283.0;1922000.0;CASA en venta en TRANSVERSAL SUPERIOR EXCLUSIVIDAD PRIVACIDAD ESPACIOS GENEROSOS      HERMOSA VISTA CERCA A TODO. VENDEMOS ESTA BELLA CASA con cercania a El Tesoro Casa de Campo Alcobas de Servicio 1 Balcones 5 Banos 6 Banos de Servicio 1 Bibliotecas ...
99;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-3-habitaciones/5136-22886;Medellín;3;6;;Abad Faciolince  S.A;5136-22886;Poblado Altos Delpoblado;EL TESORO;1550000000;0;Entre 10 y 20 años;543.0;1345.0;;Casa Independiente con conserje, de dos niveles, tres alcobas cada una con baño, remodelada. Código Abad Faciolince CASmil cuatrocientos noventa y ocho
100;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-3-habitaciones-5-banos-2-garajes/5570-M2788044;Medellín;3;5;6.0;Jorge  Gomez Propiedad Raiz;5570-M2788044;EL POBLADO CASTROPOL;CASTROPOL;680000000;2;Más de 20 años;204.0;204.0;480000.0;Venta de casa en El Poblado, Sector de Castropol, área 204 m2 de 3 alcobas mas alcoba de servicio, biblioteca o cuarta alcoba, amplia sala comedor, balcón, cocina integral  , zona de ropas, terraza parte con parte cubierta, zona verde privada, 2 parqu...
101;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-pinuela-2-habitaciones-1-banos-1-garajes/MC2788026;Medellín;2;1;3.0;Ninguno;MC2788026;ARANJUEZ - Nororiente;LA PINUELA;140000000;1;Más de 20 años;55.0;55.0;;Apartamento muy bien ubicado, cerca a parques, colegios, comercio. Primer piso, en esquina, con amplio frente para utilizar como parqueadero.
102;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-santa-monica-5-habitaciones-2-banos-1-garajes/11212-2873;Medellín;5;2;4.0;INMOBILIARIA OCHOA;11212-2873;Santa Monica;SANTA MONICA;380000000;1;Entre 10 y 20 años;141.0;141.0;;Se vende casa comoda y amplia casa sector santa monica, excelente ubicacion,con seis alcobas, cinco closets, sala, comedor ,cocina integral con red de gas,dos banos ,dos patios, ducha electrica,garaje,piso de retal de marmol, ciento cuarenta y uno met...
103;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-aranjuez-4-habitaciones-2-banos/MC2787837;Medellín;4;2;3.0;Ninguno;MC2787837;ARANJUEZ - Nororiente;ARANJUEZ;218000000;0;Más de 20 años;134.0;134.0;;Casa espaciosa y acogedora en Aranjuez, cerca a san cayetano y del centro de servicios comfama. además cerca de escuelas, colegios y supermercados . cuenta con dos amplios patios, uno en el medio y otro trasero que proporcionan mucha iluminación y ven...
104;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-conquistadores-5-habitaciones-4-banos-1-garajes/11318-3444564;Medellín;5;4;;GRUGES INMOBILIARIO;11318-3444564;Conquistadores/occidente;CONQUISTADORES;1260000000;1;Más de 20 años;257.0;257.0;;Casa en venta en Conquistadores área 257 metros área para confirmar con la escritura, área de frente 10.7 metros por 25 metros de fondo, 2 salas y 1 comedor independiente, 5 alcobas la principal con baño y vestier, 4 baños biblioteca , cocina integral...
105;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-gloria-3-habitaciones-3-banos-1-garajes/2364-D15723;Medellín;3;3;4.0;SANTA MARIA Y ASOCIADOS;2364-D15723;Loma De Los Bernal;LA GLORIA;700000000;1;Entre 10 y 20 años;180.0;180.0;;Casa en venta ubicada en Medellin sector Loma De Los Bernal.Valor administracion doscientos veinte.cero.Valor predial cuatrocientos ochenta.cero trimestral.La casa queda en interior de una unidad de casas con muy buena areas en lugar seguro.La casa es...
106;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-velodromo-4-habitaciones-3-banos-2-garajes/MC2787414;Medellín;4;3;4.0;Ninguno;MC2787414;EL VELODROMO - Noroccidente;EL VELODROMO;750000000;2;Entre 5 y 10 años;200.0;200.0;;Casa tipo Cabaña , en un solo nivel, Area 200 m, 4 alcobas, alcoba del servicio, 3 baños, sala y comedor independiente, cocina integral, tres patios, parqueadero doble lineal, techo en perfecto estado.  Claudia Muñoz   
107;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-4-habitaciones-5-banos/10164-3440755;Medellín;4;5;5.0;GRUPO INTEGRA PROPIEDAD RAIZ;10164-3440755;Poblado Los Balsos;SAN LUCAS;2700000000;0;Entre 10 y 20 años;690.0;1790.0;2015000.0;VENTA DE CASA CAMPESTRE EN EL POBLADO SECTOR LOS BALSOS, Cuatro alcobas, ocho baños, jardínes y zonas sociales espectaculares  Recibimos propiedad de menor valor no mayor al 30% Y se recibe  dinero del exterior
108;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-3-habitaciones-4-banos-1-garajes/11318-M2631157;Medellín;3;4;1.0;GRUGES INMOBILIARIO;11318-M2631157;BELEN LOMA DE LOS BERNAL;LOMA DE LOS BERNAL;375000000;0;Más de 20 años;120.0;120.0;313000.0;"Área: 120 M2. Casa en 3 niveles

Sala comedor, cocina integral abierta, zona de ropas, patio con jardín, biblioteca, 3 alcobas, 4 baños, cuarto útil interno, garaje. Piso cerámica.

Unidad cerrada, portería 24 horas, salón social, juegos infantiles, p..."
109;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-3-habitaciones-3-banos-2-garajes/522-3442734;Medellín;3;3;5.0;CASTAÑO Y CIA PROPIEDAD RAIZ;522-3442734;Loma De Los Bernal;LOMA DE LOS BERNAL;1180000000;2;Más de 20 años;243.0;243.0;600000.0;Hermosa casa con amplios espacios y un gran jardín de 179m para sentirte como en la finca estando en la ciudad. La casa cuenta con 2 niveles, el primer nivel es de 150m y el segundo nivel de 93.4m para un area constuida total de 243m. Si necesitas bue...
110;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-cataluna-2-habitaciones-2-banos/MC2787444;Medellín;2;2;3.0;Ninguno;MC2787444;LA MILAGROSA - Nororiente;CATALUÑA;200000000;0;Más de 20 años;75.0;74.5;;Casa bien ubicada abordó de calle con buen servicio de buses y colegios cercanos. Casa con 3 pisos con 2 apartamentos independientes El 1 cuenta con cocina y baño ( para arrendar) el 2 cuenta zona de ropas, cocina, sala, comedor, El 3 cuenta con pieza...
111;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-3-habitaciones-3-banos-2-garajes/2364-D15724;Medellín;3;3;5.0;SANTA MARIA Y ASOCIADOS;2364-D15724;Loma De Los Bernal;LOMA DE LOS BERNAL;1180000000;2;Entre 0 y 5 años;243.0;318.0;;Casa en venta ubicada en Medellin sector Loma De Los Bernal.
112;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-angeles-1-habitaciones/2264-38552;Medellín;1;5;;ACRECER SAS;2264-38552;PRADO CENTRO;LOS ANGELES;730000000;0;Entre 10 y 20 años;320.0;320.0;;CASA en venta en PRADO CENTRO Casa comercial 3 niveles en sector patrimonio cultural cerca al teatro aguila descalza con buenas rutas de transporte con puerta corrediza en garaje doble paralelo hall de acceso generosos espacios oficinas en mezzanine c...
113;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M1955152;Medellín;3;4;6.0;PROINTEGRAL SA;687-M1955152;EL POBLADO;LA FLORIDA;730000000;2;Entre 10 y 20 años;238.0;238.0;658000.0;Casa de 3 niveles en unidad cerrada sector los parra, cerca a san fernando plaza, pisos en marmol y madera, sala comedor, estar de tv, 3 alcobas, chimenea, vestier y closet, 4 baños, cocina integral, alcoba y baño de servicio, 2 parqueaderos cubiertos...
114;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-asomadera-no.-2-5-habitaciones-5-banos-4-garajes/687-M1955145;Medellín;5;5;6.0;PROINTEGRAL SA;687-M1955145;EL POBLADO;ASOMADERA NO. 2;1760000000;4;Más de 20 años;500.0;500.0;;Casa independiente para uso residencial, cerca a carulla de las palmas, pisos en ceramica, hall de acceso, sala comedor, estar de tv, 5 habitaciones con baño en cada una, closet, cocina integral mixta,, jardin interno zona de parqueo para 7 vehiculos....
115;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-poblado-5-habitaciones-5-banos-2-garajes/2511-M1996104;Medellín;5;5;6.0;RASKCIELOS INMOBILIARIA Y CONSTRUCTORA;2511-M1996104;POBLADO;POBLADO;1900000000;2;Entre 10 y 20 años;455.0;455.0;;"Casa con 455 M²  disponible para venta tiene 8 alcobas, 8 baños, cocina gas, gas natural, sala, comedor, estudio-biblioteca, patio, zona de ropas, Casa para vivienda o comercial, ubicada cerca de zonas verdes, buenas rutas de transporte. 
Favor comuni..."
116;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-manila-3-habitaciones-3-banos-3-garajes/2895-M1996099;Medellín;3;3;5.0;MONOPOLIO INMOBILIARIO;2895-M1996099;BELEN DE LA MOTA;MANILA;390000000;3;Entre 10 y 20 años;246.0;246.0;;"COD: 9184

Amplia e iluminada casa para la venta en Medellín-Belén La Mota, con un área de 246 metros aproximadamente por confirmar sobre escrituras, 1° piso, estrato 5 en Unidad Cerrada. Los 167 metros construidos en los tres niveles de este inmueble..."
117;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-pedregal-5-habitaciones-2-banos/2895-2016856;Medellín;5;2;2.0;MONOPOLIO INMOBILIARIO;2895-2016856;PEDREGAL;PEDREGAL;190000000;0;Entre 10 y 20 años;178.0;178.0;;COD 18188 Agradable casa bifamiliar en venta. zona residencial de estructuras tradicionales, cercana a plantes educativos y espacios deportivos, área de 178 metros aproximadamente, sector Doce de Octubre, 2  piso, estrato 2. Sus amplios espacios nos o...
118;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-estadio-5-habitaciones-5-banos-2-garajes/2895-1382542;Medellín;5;5;5.0;MONOPOLIO INMOBILIARIO;2895-1382542;ESTADIO;ESTADIO;1700000000;2;Entre 10 y 20 años;480.0;480.0;;COD.16068    Grande casa unifamiliar en venta, con un área de 480 metros aproximadamente, sector El Estadio, 1  piso, estrato 5. Inmueble con excelente distribución de sus espacios y maravillosa iluminación naturas en sus dos niveles, donde encontramo...
119;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-urbanizacion-quintas-del-sol-de-la-mota-4-habitaciones-3-banos-1-garajes/2895-1552269;Medellín;4;3;4.0;MONOPOLIO INMOBILIARIO;2895-1552269;URBANIZACION QUINTAS DEL SOL DE LA MOTA;URBANIZACION QUINTAS DEL SOL DE LA MOTA;350000000;1;Entre 5 y 10 años;97.0;97.0;;COD.15976    Cómoda casa unifamiliar en venta, con un área de 97 metros aproximadamente por confirmar sobre escrituras, sector La Mota en Belén, 4  piso, estrato 4 en Unidad Cerrada. Su interior nos ofrece zona social de sala y comedor, cuatro alcobas...
120;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-velodromo-5-habitaciones-3-banos-1-garajes/5076-206909;Medellín;5;3;5.0;Arrendamientos Merino Hermanos y Cia Ltda;5076-206909;Velódromo;EL VELODROMO;550000000;1;Entre 10 y 20 años;210.0;240.0;;Venta de Casa en Medellin  sector Velodromo, cerca a estación del Metro y al Estadio, sector tranquilo.5 alcobas,3 baños,2 closet,sala, comedor, star,cocina integral, red de gas , calentador, alcoba servicio   baño,zona ropas,3 patios, parqueadero cub...
121;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-manila-3-habitaciones-2-banos-1-garajes/2895-M2358628;Medellín;3;2;3.0;MONOPOLIO INMOBILIARIO;2895-M2358628;BELEN LAS MERCEDES;MANILA;215000000;1;Entre 5 y 10 años;120.0;120.0;;"COD: 13695

Amplia casa unifamiliar en venta con un área de 120 metros aproximadamente por confirmar sobre escrituras, en Belén Las Mercedes, 1° piso, estrato 3 en Unidad Cerrada. Sus dos niveles nos ofrecen zona social de sala y comedor independiente..."
122;https://www.metrocuadrado.com/inmueble/venta-casa-medellin-belen-1-habitaciones-2-garajes/2511-V328;Medellín;1;5;;RASKCIELOS INMOBILIARIA Y CONSTRUCTORA;2511-V328;Belen;BELEN;1300000000;2;Entre 10 y 20 años;540.0;540.0;;Casa con buenos espacios y acabados,muy iluminada y ventilada. Cuenta con buenas rutas de transporte y vías de acceso. Gracias por su interés en uno de nuestros inmuebles,RASKCIELOS Tiene para usted más ofertas inmobiliarias,contáctenos a través de nu...
