ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
SurOriente,0,,"En conjunto cerrado, Garaje / Parqueadero(s), Parqueadero Visitantes, Piscina, Porteria / Recepcion, Salon Comunal, Terraza, Zona Infantil, Zonas Verdes","Calentador, Closet, Cuarto de Servicio, Instalacion de gas, Sauna / Turco / Jacuzzi, Zona de lavanderia",,326.0,4,,Venta,5500006,Medellin,"Casa en unidad cerrada en el sector de los parra,  facil acceso desde esta misma via,  cercana a casa victoria,  servicios complementarios en el mall plaza,  rutas de transporte publico. Calle muy tranquila,  de poco flujo vehicular. Piso en ceramica y madera,  tres niveles,  puerta de seguridad,  sala y comedor independientes,  estar de tv. 4 alcobas mas la de servicio con bano en la principal,  cocina integral,  jardin de aprox 60mts,  parqueaderos paralelos cubiertos. Zonas verdes. Piscina,  gym, salon social,  sauna,  parque infantil,  placa polideportiva,  vigilancia 24 horas,  citofonia y circuito cerrado de tv...",,,345580,Prointegral,,,,6.20159912109375,-75.572135925293,,20,,5358742,Casa,Used,,,,4,890000000,,6,5500102
,0,,"Acceso Pavimentado, Vigilancia","Aire Acondicionado, Alarma, Balcon, Bano Auxiliar, Bano Independiente, Barra estilo americano, Calentador, Closet, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas",Zona Residencial,729.0,6,,Venta,5500006,Medellin,"Venta de casa en prado centro medellin,  cerca ala clinica del prado,  con excelentes rutas de servicio publico y estacion del metro,  cuenta con 8 comodas alcobas,  ideal para oficinas ,  sentro de salud,  o negocio,  hostal,  5 banos,  sala,  comedor,  estudio,  cocina integral abierta con red de gas,  patio,  terraza cubierta,  parqueadero,  la casa es de dos niveles y esta en perfecto estadoen el momento funciona unas oficinas,  y bodega de insumos en la parte de atras de la casa,  terraza,  frente 8, 64 x fondo de 29, 44 metros. .",,,28842,Sor Angela Morales,,1,1,6.26180410385132,-75.5604629516602,,24,calle 65 # 49-30 casa,5377349,Casa,Used,,,,8,1500000000,,5,0
,0,,,,,107.0,2,,Venta,5500006,Medellin,Segundo piso con balcon patio sala comedor 4 alcobas con closert red de gas agua caliente baldosa ceramica cocina integral a 10 min de la estacion santa lucia,,,454318,sara maya,,,,0,0,,0,Cra 95 49 21,6135636,Casa,Used,,,,4,220000000,,,0
NorOccidente,0,,En casa,"Balcon, Bano Auxiliar, Closet, Cocina Integral, Comedor, Instalacion de gas, Todos los Servicios, Ventilacion Natural, Zona de lavanderia","Area Urbana, Comodas vias de acceso, Zona Residencial",105.0,2,16 a 30 anos,Venta,5500006,Medellin,"Casa ubicada en Belen la Gloria,  sector tranquilo. Faciles vias de acceso a la Avenida principal. Segundo piso,  espacios distribuidos en tres alcobas una de estas con bano privado,  bano social,   comedor independiente,  cocina integral,  zona de ropas y balcon. Codigo Abad Faciolince CAS uno,  siete,  siete,  ocho. 585-25231.",,,176092,Abad Faciolince S.A,,,,6.22475433349609,-75.6006698608398,,12,CALLE 19A   80- 144,5359861,Casa,Used,,,,3,280000000,,3,5500104
,0,,,"Balcon, Closet, Cocina Integral, Comedor, Patio, Zona de lavanderia",,200.0,3,16 a 30 anos,Venta,5500006,Medellin,"Casa unifamiliar de dos niveles, en esquina en un muy buen sector de la ciudad,  sector tranquilo para vivir, cuenta con 3 alcobas mas servicio, garage, casa muy iluminada cerca de centros comerciales y buenas rutas de buses, ademas de minimercados 679-29544.",,,172611,Portada Inmobiliaria,,,1,6.24470472335815,-75.6013336181641,,15,CALLE 54   78A- 100,5421726,Casa,Used,,,,3,560000000,,4,0
SurOriente,0,,"Garaje(s), Piscina, Zonas Verdes","Bano Auxiliar, Cocina Integral, Cuarto de Servicio, Zona de lavanderia",,1000.0,3,,Venta,5500006,Medellin,"Se vende casa sector Alejandria con muy buena area cuenta de 4 niveles ,  zonas Humedas piscina,  turco, jacuzzi,  sala,  comedor ,  cocina amplia ,  7 alcobas,  4 principales una de vista y dos de empleados,  area de gimnasio,  zona de BBQ,  estacionamiento para 10 carros 5 cubiertos zona verdes  NOTA: Se recibe un apto,  un local u bodega hasta por un valor de $1.200.000.000.",Alejandria,,28860,Arrendamientos y Constructora la Isabela,,,1,6.20065498352051,-75.5678558349609,Alejandria,20,CRA 36 N 2 SUR -27,5376235,Casa,Used,,,,7,4000000000,,6,5500102
Occidente,0,,,"Balcon, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Sobre via principal, Supermercados / C.Comerciales, Zona Residencial",255.0,4,16 a 30 anos,Venta,5500006,Medellin,"Casa Bifamiliar ubicada en El estadio,  muy buen sector. Cuenta con 4 alcobas tres con ano,  4 banos,  sala,  comedor,  cocina cerrada,  zona de ropas,  balcon,  3 patios,  1 parqueadero sencillo,  con vista,  pisos en marmol,  1 parqueadero. Es un segundo piso y en el primer piso se encuentra otra casa y el parqueadero.",Estadio,,229000,Romero y Cia Propiedad Raiz,,,1,6.25841999053955,-75.5925674438477,Estadio,18,cra 76   48A - 45,3496707,Casa,Used,,,,4,875000000,,4,5500106
NorOriente,0,,"Garaje(s), Terraza, Vista panoramica","Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",190.0,2,16 a 30 anos,Venta,5500006,Medellin,"Vendo casa en buenos aires,  con una area de lote de 237 mtrs aprox,  cerca a colegios,  supermercados,  iglesia,  clinicas,  transporte publico,  y  estacion del el tranvia cerca. Cuenta con 4 alcobas,  sala,  comedor,  cocina semintegral,  red de gas natural,  calentador,   piso en baldosa,  2 patios,  2 banos,  closet,  garaje,  terraza,  y el aire para construir. Excelente ubicacion y gran proyeccion de desarrollo..",Buenos Aires,,173809,Coseinpro,,1,1,6.24044990539551,-75.5553817749023,Buenos Aires,30,crra324435,4618465,Casa,Used,,,,4,495000000,,3,5500103
SurOccidente,0,,,"Calentador, Despensa, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",165.0,2,,Venta,5500006,Medellin,"Casa primer piso en Propiedad Horizontal con 4 alcobas la principal con bano mas otro bano para las otras alcobas, dos patios, uno cubierto, sala comedor amplios, garaje, antejardin, uno de los patios muy amplio. Sector muy tranquilo cerca al Mall el rodeo de la 80, a transporte publico, supermercados. Excelente ubicacion.",El Rodeo,,404324,Eduardo  Castillo,,1,1,6.20583391189575,-75.5887298583984,El Rodeo,12,EL RODEO,6131726,Casa,Used,,,,5,320000000,,3,5500105
NorOccidente,0,,,,,192.0,2,,Venta,5500006,Medellin,Se vende esta propiedad ubicada en el barrio San German carrera 74 C 6684 cerca a Universidades Exito Consumo Estadio y los colores tiene 6 habitaciones dos banos dos patios balcon sala comedor un total de 192 63 m2 el lote y costruidos117 83 m2 320 000 000 Informes Daniel Osorio 3218870789,Robledo,,600410,Daniel  Osorio,,,,6.2353720664978,-75.6048736572266,Robledo,19,Carrera 74C # 6684,5355998,Casa,Used,,,,6,320000000,,3,5500104
SurOriente,614000,,"Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Piscina, Vigilancia, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Chimenea, Cocina Integral, Cocina tipo Americano, Cuarto de Servicio, Deposito / Bodega, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",415.0,4,1 a 8 anos,Venta,5500006,Medellin,"Casa en unidad cerrada sector La Calera,  con facil acceso y cerca a servicios complementarios en el cc El Tesoro y Rutas de transporte. Cuenta con piso en Marmol y madera,  sala comedor,  3 alcobas con bano en cada alcoba. Cocina integral abierta,  balcon ,  sin poniente y 4 parqueaderos cubiertos. Zonas verdes con sendero para paseo de mascotas,  vigilancia 24 horas y circuito cerrado de tv...",La Calera,,200814,Inmobiliaria la Cumbre,,,4,6.20083999633789,-75.5513916015625,La Calera,10,Cll 6  14-20,5404313,Casa,Used,,,,3,2900000000,,6,5500102
SurOriente,795000,,"Circuito cerrado de TV, En conjunto cerrado, Jardin, Vigilancia, Zonas Verdes","Alarma, Balcon, Bano Auxiliar, Bano de Servicio, Calentador, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Deposito / Bodega, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",280.0,5,16 a 30 anos,Venta,5500006,Medellin,"3 alcobas,  2 niveles,  cada habitacion con su bano privado,  sala comedor,  biblioteca,  5 banos,  2 vestier,  balcon,  patio,  jardin,  4 parqueaderos,  cuarto de lavado con bano.La unidad cuenta con salon social,  juegos infantiles,  porteria 24 horas..",,,209395,Seis Inmobiliaria,,1,4,0,0,,20,"Carrera 30#1A Sur 30 , Interior 114",5374443,Casa,Used,,,,3,1500000000,,6,5500102
NorOccidente,303000,,"En conjunto cerrado, Garaje(s), Jardin, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",400.0,4,1 a 8 anos,Venta,5500006,Medellin,"Casa en unidad cerrada sector San Cristobal,  con facil acceso y cerca a servicios complementarios en el cc Florida y Rutas de transporte. Cuenta con piso en Ceramica y madera,  sala comedor,  3 alcobas con bano en cada alcoba. Cocina integral abierta,  balcon ,  sin poniente y 1 parqueadero cubierto y 4 descubiertos. Zonas verdes con sendero para paseo de mascotas..",San Cristobal,,200814,Inmobiliaria la Cumbre,,,5,6.27945137023926,-75.5752334594727,San Cristobal,27,Cll 81  150Cb-257,5397044,Casa,Used,,,,3,2000000000,,3,5500104
,0,,"Ascensor, Salon Comunal, Vigilancia 24x7","Calentador, Closet, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Shut de basura, Zona de lavanderia",,65.0,2,16 a 30 anos,Venta,5500006,Medellin,"Apartamento en venta sector Boston,  3 alcobas,  2 banos,  3 closet,  calentador,  asesor,  cocina integral,  sala comedor,  1 patio,  zona de ropa,  pisos de ceramica ,  porteria 24 horas,  shut de basura,  salon social excelente ubicacion,  cerca a zona comercial y residencial,  facil acceso a transporte publico. 649-12506.",,,224776,Maxibienes S.A.S,,,,6.24528789520264,-75.5586471557617,,11,CALLE 50   38- 12,5404482,Casa,Used,,,,3,250000000,,4,0
NorOriente,0,,,,,142.0,2,,Venta,5500006,Medellin,"VENTA CASA EN BUENOS AIRES  $260.000.000,  1degPISO,  PROPIEDAD HORIZONTAL,  CERCA A COLEGIOS,  CANCHA Y ESTACION TRANVIA,  5 ALCOBAS,  SALA,  COMEDOR,  HALLS,  2 CLOSET,  COCINA SENCILLA,  2 PATIOS,  RED DE GAS,  PISO EN BALDOSA,  2 BANOS,  ESTRATO 3,  AREA 142.51 MTR..",Buenos Aires,,416189,Arrendamientos Alnago,,,,0,0,Buenos Aires,8,kra 16  50-21,4880152,Casa,Used,,,,5,260000000,,3,5500103
Centro,585000,,"Bahias de parqueo, Garaje(s), Salon Comunal, Terraza, Zona Infantil, Zonas Verdes","Bano Auxiliar, Closet, Cocina Integral, Comedor, Zona de lavanderia",,332.0,3,9 a 15 anos,Venta,5500006,Medellin,Bemsa propiedad Raiz te presenta casa campestre en el alto de las palmas en unidad cerrada con seguridad permanente. Casa de 332 metros construidos en un solo nivel  con amplios jardines en un lote de 4.375 metros. Rodeadas de naturaleza  frutales y jardines con amplios espacios. Construccion campestre en ladrillo y ventanas de piso a techo . 3 habitaciones grandes con banos y Vestiers . cocina abierta- sala-comedor-  y sala exterior integrada a la zona de jardines. Un casa con encanto. 786-20481.,,,448597,BEMSA,,,4,6.15321350097656,-75.5331497192383,,24,KILOMETRO 5   -,5384331,Casa,Used,,,,3,3200000000,,5,5500101
SurOriente,700000,,"Acceso Pavimentado, Canchas Deportivas, Circuito cerrado de TV, Piscina, Terraza, Zonas Verdes","Balcon, Bano Independiente, Barra estilo americano, Cuarto de Servicio, Deposito / Bodega, Estudio, Zona de lavanderia",Supermercados / C.Comerciales,317.0,5,,Venta,5500006,Medellin,Hermosas casa  Excelente unidad Para estrenar  Son dos Sitio campestre y estrategicamente ubicadas.,,,596306,Conectar Inmobiliaria,,2,4,6.18231248855591,-75.5662231445313,,18,Las Palmas,5377409,Casa,Used,,,,4,2300000000,,6,5500102
NorOccidente,0,,,,,63.0,1,1 a 8 anos,Venta,5500006,Medellin,Segundo piso excelente ubicacion cerca a colegios canchas Consta de balcon sala tres alcobas Codina integral un bano patio red de gas calentador,Castilla,,2859083,Shirley Janeth,,,,6.29053688049316,-75.5769195556641,Castilla,0,carrera 73 # 94-65,6145883,Casa,Used,,,,3,140000000,,3,5500104
Occidente,0,,"Garaje(s), Vista panoramica, Vivienda Multifamiliar","Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Deposito / Bodega, Despensa, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",120.0,2,16 a 30 anos,Venta,5500006,Medellin,"Vendo casa en laureles nogal primer piso con una area de 120 mtrs aprox,  cerca a colegios,  supermercados,  iglesia,  y muy buenas rutas de transporte publico. Cuenta con 3 alcobas,  sala-comedor,  cocina integral,  red de gas natural,  calentador,  piso en ceramica,  zona de ropas,   2 banos,  patio,  vestier,  2 closet,  garaje cubierto, y antejardin. Muy bien ubicada..",Laureles,,173809,Coseinpro,,1,1,6.23365020751953,-75.5963287353516,Laureles,25,calle32e78111,5367393,Casa,Used,,,,3,450000000,,5,5500106
,0,,,"Bano de Servicio, Closet, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Trans. Publico cercano, Zona Residencial",160.0,2,,Venta,5500006,Medellin,"Codigo interno 60314. Casa lote para constructor,  160 M2 Lote,  8 M Frente,  20 M Fondo,  salon comedor,  6 alcobas,  2 banos,  3 closet,  cocina sencilla,  2 patios,  red de gas,  estrato 4..",,,1443003,Habitamos Propiedad Raiz,,,,0,0,,8,CR 91 A 37 32,5299941,Casa,Used,,,,6,430000000,,4,0
,0,,,Cocineta,,720.0,1,Mas de 30 anos,Venta,5500006,Medellin,"Casa lote en venta sector Bombona,  3 alcobas,  1 banos,  5 closet,  cocina sencilla,  parqueadero cubierto excelente ubicacion,  cerca a zona comercial y residencial,  facil acceso a transporte publico. 649-12514.",,,224776,Maxibienes S.A.S,,,,6.24415302276611,-75.5615921020508,,2,CALLE 48   40- 05,5406704,Casa,Used,,,,3,3500000000,,4,0
,0,,"Garaje / Parqueadero(s), Garaje(s), Terraza","Bano de Servicio, Patio","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial",720.0,0,9 a 15 anos,Venta,5500006,Medellin,"Codigo interno. 62095,  casa el poblado astroga,  $7.000.000.000,  Area lote 720 mt2,  area construida 640 mt2 en dos pisos,  primer piso con 6 espacios independientes,  cocineta,  espacio para cafeteria,  banos independientes para damas y caballeros,  recepecion interna,  salon recepcion principal con puerta de vidrio en la entrada principal,  patio,  parqueadero para 8 a 10 carros,  transformador propio con capacidad y acometida para centro decomputos y aires acondicionados. Segundo piso  con 6 espacios independientes,  en un area de 300 mt2 aproximados,  salon central abierto,  oficina con bano independiente,  terraza,  cuarto de banos separados para damas y caballeros. Predial trimestral $488.000   HABITAMOS SEDE OCCIDENTE 4111333 OPCION 2 WHATSAPP .",,,1443003,Habitamos Propiedad Raiz,,2,1,0,0,,24,CL 8 43 A 115 / 113,5416708,Casa,Used,,,,0,7000000000,,6,0
NorOriente,0,,,,,205.0,3,,Venta,5500006,Medellin,"VENTA DE CASA EN MANRIQUE CENTRAL 3deg PISO. $250.000.000. 5 ALCOBAS,  SALA COMEDOR,  ESTUDIO,  4 CLOSETS,  GABINETES,  COCINA INTEGRAL,  2 PATIOS,  RED DE GAS,  CALENTADOR DE AGUA,  PISO EN CERAMICA,  BALCON,  ESTRATO 3,  AREA APROXIMADA 205 MTS. CERCA A LA ESTACION GARDEL..",Manrique,,416189,Arrendamientos Alnago,,2,,0,0,Manrique,7,calle 70 44-31,4934141,Casa,Used,,,,5,250000000,,3,5500103
SurOriente,0,,"En conjunto cerrado, Garaje / Parqueadero(s), Parqueadero Visitantes, Piscina, Porteria / Recepcion, Terraza, Zona Infantil, Zonas Verdes","Balcon, Calentador, Closet, Cuarto de Servicio, Estudio, Instalacion de gas, Patio, Zona de lavanderia",,220.0,5,,Venta,5500006,Medellin,"Casa en unidad cerrada en el sector altos del poblado,  facil acceso desde las palmas. Cerca a la iglesia del padre marianito y al restaurante chuscalito. Cuenta con cuatro niveles,  piso en marmol,  puerta de seguridad,  hall de acceso,  sala y comedor independiente,  estudio,  biblioteca,  estar de tv 4 alcobas mas la de servicio con bano en cada una,  cocina integral,  balcon y terraza de 15 mts,  parqueaderos independientes cubiertos. Piscina climatizada,  salon social,  parque para ninos,  vigilancia 24 horas,  citofonia y circuito cerrado de tv...",,,345580,Prointegral,,,,6.20159912109375,-75.572135925293,,14,,5400657,Casa,Used,,,,4,980000000,,6,5500102
,430000,,"Acceso Pavimentado, Arboles frutales, Asador, Canchas Deportivas, Circuito cerrado de TV, En conjunto cerrado, Vigilancia, Zona Infantil, Zonas Verdes","Balcon, Bano Auxiliar, Bano Independiente, Calentador, Chimenea, Citofono, Closet, Cocina Equipada, Cocina Integral, Despensa, Estudio, Instalacion de gas","Cerca de Zona Urbana, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",380.0,5,,Venta,5500006,Medellin,"Espectacular casa en Venta en la Loma del Escobero,  con porteria las 24 horas,  unidad tranquila y segura rodeada de naturaleza.   Casa de solo dos niveles,  area de lote de 2300mts2,  area construida de 380mts2 distribuidos asi:  Primer nivel: Sala,  comedor,  cocina integral abierta,  habitacion de servicio con bano,  zona de ropas,  sala de estar,  habitacion con bano y vestier,   salon social.  En el segundo nivel encontramos 3 habitaciones con bano y vestier cada una,  sala de estar,  balcon. Si lo que buscas en un espacio tranquilo alejado del ruido y la contaminacion,  esta es tu oportunidad. Informes en el .",,,546883,Casas Confort Soluciones Inmobiliarias,,1,7,6.28335094451904,-75.5955429077148,,16,URB. ROBLEALTO LOMA DEL ESCOBERO CS 218,4548666,Casa,Used,,,,5,1650000000,,4,0
,0,,Terraza,"Balcon, Bano de Servicio, Closet, Instalacion de gas, Patio",,120.0,3,,Venta,5500006,Medellin,"Amplia y acogedora casa ubicada en belen la gloria,  tercer piso,  ofrece 4 alcobas,  3 closet,  cocina semi integral,  1 patio,  terraza,  3 banos cabinados,  balcon,  estrato 3,  area de 120 metros cuadrados. En el sector podras encontrar el corredor principal de la 80 y el Consumo,  ademas de acceso a rutas de bus e integradas; Clinica SaludCoop,  parques infantiles y Parque Biblioteca de Belen. !Que no se te haga tarde! Llamanos y visita este inmueble. Arrendamientos el Castillo,  40 anos de experiencia en el sector inmobiliario para que vivas mejor..",,,28945,Arrendamientos El Castillo S.A.S,,3,,0,0,,11,CL 25 79 A 25 AP 301,5379485,Casa,Used,,,,4,260000000,,3,0
SurOriente,870000,,"Circuito cerrado de TV, En conjunto cerrado, Jardin, Parqueadero Visitantes, Piscina, Porteria / Vigilancia, Salon Comunal, Terraza, Vigilancia privada 24*7, Zona Infantil, Zonas Verdes","Balcon, Bano Auxiliar, Cableado de Red, Calentador, Closet, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Estudio, Hall de Alcobas, Instalacion de gas, Parqueadero interno, Piso en Baldosa /  Marmol, Zona de BBQ","Bombas de gasolina, Colegios / Universidades, Comodas vias de acceso, Parques cercanos, Sobre via secundaria, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",350.0,6,16 a 30 anos,Venta,5500006,Medellin,"casa para la venta  situado en el sector de castropol, cerca a la avendia el poblado, las palmas  supermercados y zonas comerciales,  cuenta con excelentes rutas de transporte,  seguridad las 24 horas, la casa  cuenta con un area de 350 mts  estan distribuidos por  4 pisos cuenta  3 salas,  1 comedor, sala de tv,  y biblioteca,  terraza con zona de BBQ,  tiene 5 habitaciones,   6 banos,  cocina integral,  alcoba de servicio,  zona de ropas independiente,  sus espacios son muy iluminados,  cuenta con parqueadero para 4 carros  y  2 cuartos utiles. juegos infantiles,  zonas sociales amplias. www.cityraiz.com CODIGO 7604.",,,163052,City Raiz,,4,4,6.19199991226196,-75.5780029296875,,30,CALLE 15 # 35 A 22 URB HUNGRIA  CASA 110,5163283,Casa,Used,,,,5,850000000,,6,5500102
,0,,"Garaje / Parqueadero(s), Piscina, Terraza","Chimenea, Closet, Comedor, Sauna / Turco / Jacuzzi, Zona de lavanderia","Area Urbana, Zona Residencial",273.0,5,9 a 15 anos,Venta,5500006,Medellin,"Casa en venta ubicada en el Poblado sector San Lucas. Valor administracion $478.000 Valor predial $650.000 Avaluo catastral $614.888.000 Comodidades: Sala,  comedor,  biblioteca,  3 alcobas mas alcoba de servicio,  la alcoba principal tiene bano y jacuzzi,  3 vestier,  5 banos,  zona de ropas,  estar alcobas,  terraza,  2 niveles,  porteria,  parqueadero doble lineal y piscina climatizada. 622-13427.",,,29288,SANTAMARIA Y ASOCIADOS,,,1,6.24860668182373,-75.5742492675781,,10,CALLE 16A SUR   29 B- 20,5398634,Casa,Used,,,,3,1400000000,,6,0
,0,,"Auditorio, Bahias de parqueo, Canchas Deportivas, Garaje Cubierto, Gimnasio, Piscina, Salon de Juegos, Terraza, Vigilancia 24x7, Zona Infantil","Bano Auxiliar, Calentador, Closet, Cocina Integral, Comedor, Cuarto de Servicio, Deposito / Bodega, Instalacion de gas, Piso en Baldosa /  Marmol, Ventilacion Natural, Zona de lavanderia","Cerca a sector comercial, Cerca centro comercial, Colegios / Universidades, Comodas vias de acceso, Supermercados / C.Comerciales, Trans. Publico cercano",182.0,4,1 a 8 anos,Venta,5500006,Medellin,"Casa disponible para venta en Belen sector La Palma. Cuenta con 2 parqueaderos paralelos con acceso directo a la casa,  Amplia zona de biblioteca o cuarta alcoba,  2 accesos a la casa,  peatonal y vehicular,  Zona de ropas en piso independiente,  Cuarto util dentro de la casa,  Terraza interior de 15 m2,  Unidad cerrada de pocas casas,  con ambiente acogedor y familiar.Excelente ubicacion. Area 167 m2 , 15 m2 de jardin interior,  cubierto parcialmente con techo en vidrio templado,  Numero de habitaciones 3,  cada una con closet Biblioteca o posibilidad de cuarta alcoba. Banos 4,  Parqueadero doble paralelo,  con entrada directa a la casa,  Cuarto Util dentro de la casa,  Zona de ropas independiente,  Alcoba de servicio con bano y closet ,  2 accesos a la casa,  peatonal y vehicular,  SalaComedor, Cocina integral,  con gas. Antigedad desde 1995,  Estrato 5,  Zonas sociales Porteria 24 horas,  piscina,  2 salones sociales,  juegos infantiles,  gimnasio,  placa polideportiva,  parqueaderos de visitantes. 623-485",,,87147,Longitud Inmobiliaria,,,2,6.22732400894165,-75.6044158935547,,29,CARRERA 82A   21- 159,5248294,Casa,Used,,,,3,480000000,,5,0
,0,,"En zona residencial, Garaje(s), Terraza, Zonas Verdes","Balcon, Bano Auxiliar, Closet, Cocina Integral, Piso en Baldosa /  Marmol, Servicios Publicos, Ventilacion Natural, Zona de lavanderia","Bombas de gasolina, Cerca a sector comercial, Colegios / Universidades, Comodas vias de acceso, Supermercados / C.Comerciales, Trans. Publico cercano",80.0,2,Menos de 1 ano,Venta,5500006,Medellin,"Casa en tercer piso con amplios e iluminados espacios,  acabados modernos,  ubicada en esquina,  cuenta con terraza en piso cuatro. Vista hacia zonas verdes,  sector tranquilo.  824-880.",,,502610,INDIKA,,,,6.1997652053833,-75.5918197631836,,12,CALLE 10B SUR   53E- 23,5396779,Casa,Used,,,,3,260000000,,3,0
,360000,,"Canchas Deportivas, Circuito cerrado de TV, Garaje / Parqueadero(s), Garaje Cubierto, Parqueadero Visitantes, Piscina, Salon Comunal, Vigilancia 24x7, Zona Infantil, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Closet, Cocina Integral, Comedor, Cuarto de Servicio, Deposito / Bodega, Instalacion de gas, Piso en Madera, Ventilacion Natural, Zona de lavanderia",Zona Residencial,250.0,2,16 a 30 anos,Venta,5500006,Medellin,"CODIGO DEL INMUEBLE 447-6436,  PRE DIAL 750.000 TRIMESTRAL,  AVALUO 360.000.000,  UBICACION FACIL ACCESO AL CENTRO COMERCIAL  SANTA FE Y CERCA AL SUPER MERCADO LA VAQUITA,  CASA  DE 250 METROS CUADRADOS DE 2 NIVELES CON SOTANO CUENTA CON  3 ALCOBAS MAS  SERVICIO,  3 BANOS COMPLETOS MAS BANO ALCOBA DE SERVICIO Y SOCIAL SALA ,  COMEDOR, PATIO, COCINA , COCINA INTEGRAL CON MUEBLES SUPERIORES E INFERIORES. UNIDAD COMPLETA CON  PORTERIA 24 HORAS,  PISCINA,  SALON SOCIAL,  ZONAS VERDES. LA CASA CUENTA CON ESPACIOS MUY AMPLIOS Y BIEN ILUMINADOS .NOTA LAS IMAGENES QUE AQUI APARECEN SON SOLO REFERENCIA DEL INMUEBLE QUE SE ESTA PROMOCIONANDO POR LO TANTO SE VENDE DESOCUPADA 447-6436.",,,92629,Inmobiliaria Gomez y Asociados,,,1,6.19188594818115,-75.5674743652344,,22,CARRERA 32   9 SUR- 83,5438785,Casa,Used,,,,3,820000000,,6,0
SurOriente,0,,"En conjunto cerrado, Garaje / Parqueadero(s), Parqueadero Visitantes, Piscina, Porteria / Recepcion, Salon Comunal, Zona Infantil, Zonas Verdes","Balcon, Calentador, Estudio, Patio, Zona de lavanderia",,345.0,5,,Venta,5500006,Medellin,"Casa de tres niveles en unidad cerrada sector la calera. Piso en ceramica,  sistema electrico,  hall de acceso,  sala y comedor independiente,  estudio,  estar de tv,  3 alcobas con bano en cada una,  cocina integral tipo americano,  jardin interno y parqueaderos independientes.  Piscina,  parque infantil,  zonas verdes,  vigilancia 24 horas,  citofonia y circuito cerrado de tv. ..",,,345580,Prointegral,,,,6.20159912109375,-75.572135925293,,19,,2994097,Casa,Used,,,,3,1800000000,,6,5500102
