ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
,0,,"Garaje Cubierto, Parqueadero Visitantes","Bano de Servicio, Closet, Cocina Integral, Comedor, Instalacion de gas, Patio, Zona de lavanderia",,129.0,3,,Venta,5500006,Medellin,"CASA CONFORTABLE EN EL SECTOR DE ROBLEDO CORDOBA CON UNA AREA APROXIMADA DE 144 MTS 2,  CON PARQUEADERO PROPIO.",,,29193,Arrendamientos Villacruz,,1,,0,0,,7,CL 80 67 A 3 PISO 1,3255815,Casa,Used,,,,5,260000000,,3,0
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Jardin","Bano de Servicio, Closet, Cocina Integral, Comedor, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Zona Residencial",225.0,2,,Venta,5500006,Medellin,"COMPLETAMENTE REMODELADA!! GRAN CASA UBICADA EN EL BARRIO SANTA MONICA 2. ES UNA CONSTRUCCION ESPACIOSA Y CON ACABADOS MODERNOS DE UN AREA DE 225m2. ES UNIFAMILIAR CON 3 HABITACIONES,  2 BANOS,  SALA,  COMEDOR Y STAR OTV QUE SE PUEDE CONVERTIR EN OTRA ALCOBA,  COCINA AMPLIA EN ISLA Y PATIO. UNA CASA EN LA QUE SE PUEDE EXPERIMENTAR UN AMBIENTE DE TRANQUILIDAD,  PAZ Y AIRE PURO. CERCA AL COLEGIO NUESTRA MADRE DE MERCEDES Y  A LA IGLESIA MARIA MADRE DEL REDENTOR..",,,984329,Hermanos Arango Tobon SAS,,,1,0,0,,19,CL 37 B 97 07,6118293,Casa,Used,,,,3,570000000,,4,0
NorOccidente,0,,"Acceso Pavimentado, Cancha de Futbol","Balcon, Bano Auxiliar, Bano Independiente, Closet, Cocina Equipada, Comedor auxiliar, Estudio, Hall de Alcobas, Instalacion de gas, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",103.0,2,16 a 30 anos,Venta,5500006,Medellin,"Estrato 2 $180.000.000 Predial: 60.000 trimestral  CASA UNIFAMILIAR 3 PISOS -patio -cocina semiintegral -sala de estar -biblioteca -balcon  casa unifamiliar de 3 niveles,  en muy buen estado,  muy amplia e iluminada  PUNTO REFERENCIA: universidad esumer  ACCESO: Transporte publico cercano  Colegios/universidades  Zona Residencial  Supermercados/centro comerciales  Parques cercanos    .",,,315394,Zitios Inmobiliarios,,,,6.28131723403931,-75.590934753418,,10,calle 76dd #85a-30 robledo villa flora,6103902,Casa,Used,,,,5,180000000,,2,5500104
SurOccidente,300000,,"Canchas Deportivas, En conjunto cerrado, Garaje(s), Gimnasio, Jardin, Oficina de negocios, Parqueadero Visitantes, Piscina, Sala de internet, Salon Comunal, Sauna / Turco / Jacuzzi, Terraza, Vigilancia, Vista panoramica, Zonas Verdes","Balcon, Calentador, Citofono, Cocina Integral, Comedor auxiliar, Cuarto de servicio, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol",,205.0,5,16 a 30 anos,Venta,5500006,Medellin,Tiene toda la renovacion permitida por la unidad,Belen La Palma,,2651901,sopita! null,,,2,6.23226690292358,-75.6040115356445,Belen La Palma,8,"muy cerca al c.c.los molinos, clinica salucoopde la 80 y el consumo, a la estacion la oalma ",6099993,Casa,Used,,,,6,530000000,,5,5500105
,0,,"Jardin, Zonas Verdes","Cocina Integral, Patio, Zona de lavanderia","Trans. Publico cercano, Zona Campestre",72.0,1,1 a 8 anos,Venta,5500006,Medellin,Casa ubicada en urbanizacion San Fernando Carmen de Viboral Area campestre muy tranquila Cuenta con estacionamientos comunes siempre disponible Primer piso con sala comedor cocina un bano 2 habitaciones con espacio para la tercera patio servicios de agua luz y cable,,,2967242,Juan Hernandez,,,,6.23429822921753,-75.5476989746094,,11,Carrera 22A,6104699,Casa,Used,,,,2,160000000,,3,0
SurOriente,676000,,"Arboles frutales, Asador, En conjunto cerrado, Porteria / Recepcion, Vigilancia, Vista panoramica, Zonas Verdes","Bano Auxiliar, Closet, Cocina Integral, Cuarto de Servicio, Estudio, Zona de lavanderia",,726.0,6,1 a 8 anos,Venta,5500006,Medellin,"Hermosa casa en Las Palmas,  totalmente iluminada,  rodeada de naturaleza con arboles frutales propios y una espectacular vista de todo Medellin. Cuenta con 3 niveles: un sotano donde encontraremos la sala de musica y cine para compartir con amigos,  un primer piso con area social y zona de barbecue,  piscina y jacuzzi,  y un segundo nivel con area de habitaciones y  biblioteca. Predial $5.000.000 Semestral  Ver mas propiedades .",,,1385367,ALEIDAPROPIEDADRAIZ.COM,,3,Más de 10,0,0,,12,carrera 22 #16 4-89,6071510,Casa,Used,,,,4,4100000000,,6,5500102
SurOriente,870000,,"Canchas Deportivas, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Salon Comunal, Terraza, Vigilancia, Vista panoramica, Vivienda Multifamiliar, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Chimenea, Citofono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",486.0,6,16 a 30 anos,Venta,5500006,Medellin,"Vendo amplia casa en El Poblado,  sector Club Campestre parte alta,  area construida 486 m2 de 4 alcobas cada una con bano mas alcoba de servicio,  amplia sala comedor,  cocina integral,  estudio,  2 salas,  comedor,  balcon zona de ropas,  4 parqueaderos y amplia zona verde privada.  Casa construida en 2 lotes en exclusiva unidad cerrada con porteria 24 horas ,  piscina,  salon social,  juegos infantiles,  y senderos.  Lugar campestre y tranquilo ,  con muy facil ingreso con varias entradas. MV.",,,236365,Jorge Gomez Propiedad Raiz,,,4,6.18928050994873,-75.5722045898438,,11,calle 16 sur  31 -121,6118996,Casa,Used,,,,4,2400000000,,6,5500102
Centro,120000,,"Garaje / Parqueadero(s), Garaje Cubierto, Piscina, Vigilancia 24x7","Bano Auxiliar, Closet, Cocina Integral, Comedor, Estudio, Patio, Piso en Madera, Ventilacion Natural, Zona de lavanderia",Zona Residencial,150.0,3,9 a 15 anos,Venta,5500006,Medellin,"Casa de 150 metros aproximados (por confirmar sobre escrituras),  cuenta con dos niveles,  amplios espacios iluminados y acabados modernos,  ubicado cerca de Supermercados y Centros comerciales,  excelente ruta de transporte en la zona. 679-33843.",,,172611,Portada Inmobiliaria,,,1,6.24470472335815,-75.6013336181641,,14,CALLE 49D SUR   40A- 145,6015977,Casa,Used,,,,4,530000000,,5,5500101
SurOriente,627000,,"En conjunto cerrado, Jardin, Parqueadero Visitantes, Vigilancia, Zonas Verdes","Balcon, Calentador, Citofono, Cocina Integral, Comedor auxiliar, Cuarto de servicio, Despensa, Instalacion de gas, Patio","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",198.0,5,16 a 30 anos,Venta,5500006,Medellin,"Vendo casa de 3 niveles. primer nivel con habitacion con bano y terraza que puede ser utilizado en oficina por su independencia. segundo nivel con sala, comedor, balcon, cocina integral remodelada, alcoba del servicio con bano y bano social. tercer nivel con 3 habitaciones, la ppal con bano y vestier y las otras dos habitaciones comparten un bano,y  biblioteca. vestier. con iluminacion natural. Unidad cerrada con porteria 24 horas, plazoleta y juegos infantiles.",El Poblado,,272357,Liliana Varon,,1,2,6.21052694320679,-75.5468826293945,El Poblado,17,Calle 10 a con 22,6104557,Casa,Used,,,,4,650000000,,6,5500102
,500000,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Jardin, Parqueadero Visitantes, Terraza, Zonas Verdes","Balcon, Bano de Servicio, Calentador, Closet, Cocina Integral, Comedor, Cuarto de Servicio, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",1394.0,5,,Venta,5500006,Medellin,"Exclusiva casa familiar de amplios espacios,  unidad abierta  ambiente de tranquilidad y calma sin perder la conexion con lo urbano,  de alta categoria,  con la mejor ubicacion  que te permiten conectividad con todo el Valle de Aburra y el oriente antioqueno por su proximidad a via las Palmas y tunel de oriente. Con  las ventajas  y beneficios que ofrece un sector en gran desarrollo,  estrato alto,  reservado y muy natural,  cerca de todo lo que necesitas para tu bienestar y comodidad,  colegios,  universidades,  supermercados,  iglesias,  centros comerciales ente ellos tenemos el    Centro Comercial el Tesoro. Adicional cuenta con apartamento para mayordomo,  zona de parqueadero para  visitantes,  salon bar,  tres terrazas que te conectan con la naturaleza..",,,95818,Arrendamientos Envigado,,,1,0,0,,24,CR 16 6 C 68,6093148,Casa,Used,,,,4,2300000000,,6,0
SurOccidente,131000,,"Canchas Deportivas, Garaje(s), Jardin, Parqueadero Visitantes, Piscina, Vigilancia, Vista panoramica, Zonas Verdes","Calentador, Cocina Integral, Deposito / Bodega, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",80.0,3,9 a 15 anos,Venta,5500006,Medellin,"En Inmobiliaria Gaviria te ofrecemos hermosa casa en el tranquilo sector de  Rodeo Alto,  consta de 3 niveles,  cocina integral,  3 habitaciones,  3 banos,  patio con posibilidad de ampliacion,  muy buena iluminacion. La unidad cuenta con parqueadero,  juegos infantiles,  zonas para mascotas,  placa deportiva,  cancha de futbol,  piscina,  salon social,  zonas verdes,  buenas rutas de acceso,  cerca a tienda D1. Es una de las mejores opciones de vivienda para compartir con tus seres queridos.",Rodeo Alto,,727294,GAVIRIA INMOBILIARIA,,1,1,4.69644021987915,-74.0912628173828,Rodeo Alto,28,Rodeo Santa Maria,6102497,Casa,Used,,,,3,260000000,,3,5500105
SurOriente,599000,,"Canchas Deportivas, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Salon Comunal, Vigilancia, Zonas Verdes","Balcon, Bano Auxiliar, Bano de Servicio, Citofono, Cocina Integral, Cuarto de Servicio, Estudio, Hall de Alcobas, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",234.0,4,16 a 30 anos,Venta,5500006,Medellin,"Casa recien reformada como nueva,  diseno moderno,  acabados de ultima generacion,  cerca a todos los servicios. Distribuida en dos niveles,  tiene (3) alcobas familiares y alcoba de la empleada,  cocina con isla electrodomesticos modernos,  patio interior tipo BBQ que se integra a zona social por ventanal,  estudio/BBTKA,  (2) parqueaderos privados. Unidad con zonas verdes,  juegos para ninos,  placa deportiva,  turco/Sauna,  parqueo visitantes,  cerca centros comerciales,  colegios,  bancos,  supermercados..",El Poblado,,383082,ENTERPRISE INMOBILIARIA,,1,2,6.18713045120239,-75.5738372802734,El Poblado,29,cra 32 Nro 7b sur,5805545,Casa,Used,,,,4,730000000,,6,5500102
,0,,"Bahias de parqueo, Canchas Deportivas, Salon Comunal, Vigilancia 24x7, Zona Infantil, Zonas Verdes","Bano Auxiliar, Calentador, Closet, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia",,80.0,2,9 a 15 anos,Venta,5500006,Medellin,"Consta de 3 alcobas,  3 closet,  2 banos,  cocina semi-integral,  red de gas,  calentador a gas,  sala comedor,  piso en ceramica,  zona de ropas,  ventanal,  parqueadero comun,  porteria 24 horas,  juegos infantiles,  citofono,  salon social,  placa deportiva y zonas verdes. Cerca del Colegio Padre Manyanet.  649-17765.",,,224776,Maxibienes S.A.S,,,,6.21904563903809,-75.6115112304688,,8,CALLE 8   84F- 155,6111267,Casa,Used,,,,3,300000000,,4,0
NorOccidente,0,,,,,120.0,0,,Venta,5500006,Medellin,Ganga se vende casa con cuatro niveles construidos para vivienda o de uso comercial en barrio Castilla cerca la cancha la esperanza excelente ubicacion con posibilidad de ampliar cuarto nivel,Castilla,,2971487,Lina Jimenez,,,,6.29153537750244,-75.574836730957,Castilla,6,carrera 72 #95 102 ,6103732,Casa,Used,,,,0,470000000,,3,5500104
SurOccidente,0,,"Circuito cerrado de TV, Zonas Verdes","Alarma, Balcon, Bano Auxiliar, Cocina tipo Americano, Comedor auxiliar, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Comercial, Zona Residencial",145.0,3,Menos de 1 ano,Venta,5500006,Medellin,"Excelente casa para inversion,  ubicada en belen loma de los bernal. tiene contrato de arrendamiento por 5 anos con una empresa por 2, 500.000. la casa esta nueva fue reconstruida completamente con sistema inteligentes y acabados de lujo. solo se vende para inversion y seguir con el contrato q ya tiene dos anos y medio..",Loma de los Bernal,,1211081,Inmobiliaria J. Uribe,,2,2,6.22284841537476,-75.6066436767578,Loma de los Bernal,30,carrera 83aa 17-78,4443638,Casa,Used,,,,4,470000000,,4,5500105
SurOriente,0,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Vigilancia, Zonas Verdes","Aire Acondicionado, Balcon, Bano de Servicio, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",204.0,4,16 a 30 anos,Venta,5500006,Medellin,"Casa sector Castropol (poblado). 204 metros. 3 habitaciones mas servicio. Estudio. 3.5 banos mas servicio  Estudio Jardin. 3 niveles. 2 parqueaderos 2 utiles. Porteria 24/7.   Cuenta con amplios espacios,   muy acogedora,   sin ruido.",Castropol,,598953,Esquina Inmobiliaria,,,2,0,0,Castropol,15,Calle 21,5838085,Casa,Used,,,,3,690000000,,6,5500102
SurOriente,468000,,"Circuito cerrado de TV, En conjunto cerrado, Jardin, Vigilancia, Zonas Verdes","Balcon, Bano Auxiliar, Bano de Servicio, Calentador, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",245.0,5,16 a 30 anos,Venta,5500006,Medellin,"Casa EN PRECIO OPORTUNIDAD,  cerca a mall palma grande,  supermercado euro y carulla,  a pocos minutos del tunel de oriente. Facilidad de vias de acceso: Las palmas,   av. el poblado,  la inferior,  etc. (4) alcobas familiares,  cocina y banos remodelado,  alcoba de la empleada,  salon comedor amplio que se integra con jardin interior privado. Alcoba principal muy amplia con vestier y bano privado,  Dos alcobas auxiliares y otra alcoba que esta ambientada como biblioteca con bano privado y terraza..",El Poblado,,383082,ENTERPRISE INMOBILIARIA,,,2,6.21226835250854,-75.564826965332,El Poblado,29,call 15 41,6110568,Casa,Used,,,,5,670000000,,6,5500102
Occidente,0,,,"Balcon, Bano Auxiliar, Calentador, Cocina Integral, Cuarto de Servicio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",245.0,4,16 a 30 anos,Venta,5500006,Medellin,"CASA UNIFAMILIAR PARA VIVIR Y LUEGO CONSTRUIR HASTA 8 UNIDADES DE VIVIENDA. EN EL MEJOR SECTOR DE ROSALES,  con todo a la mano. A solo 2 cuadras del parque de Belen. Proyecta vivir y luego sacale plata con una gran construccion. Tambien te vendemos la casa de al lado y asi el precio es Menor. Son 224, 99 m2 de area lote por cada casa. Una casa $900.000.000,  2 casas baja el precio. En las fotos ves la casa con 4 alcobas,  2 salas,  terraza,  patio,  3 banos. Ven visitala y pasa oferta. Escuchamos!!.",Belen Rosales,,1170496,PSC INMOBILIARIA,,1,1,6.23228549957275,-75.5959777832031,Belen Rosales,19,carrera 74  30B-100,6106998,Casa,Used,,,,4,900000000,,5,5500106
Occidente,0,,,"Calentador, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",84.0,2,16 a 30 anos,Venta,5500006,Medellin,"Hermoso inmueble cuenta con un calentador nuevo, esta totalmente terminado tanto piso como cocina y cuenta con un bano con cabina.",Laureles,,2973176,jhonatan osorio,,4,,6.25835371017456,-75.5931777954102,Laureles,8,carrera 77  48a-16,6106839,Casa,Used,,,,3,280000000,,5,5500106
SurOriente,869700,,"En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Salon Comunal, Terraza, Vigilancia, Zonas Verdes","Balcon, Citofono, Cuarto de Servicio",Zona Residencial,293.0,5,1 a 8 anos,Venta,5500006,Medellin,"Hermosa casa, ubicada en un excelente y tranquilo condominio, espacios generosos y magicos donde podras estar en continuo contacto con lanaturaleza.  Primer piso: Sala de recibo,  bano social,  cocina abierta,  cuarto de ropas y alcoba de servicio,  salon comedor,  deck y un hermoso jardin. Segundo piso: 3 amplias alcobas con bano,  vestier y balcon y un estar familiar. Sotano: Un espectacular Family Room donde podras disfrutar divertidos programas en familia,  parqueadero para 4 carros,  2 cubiertos y 2 .",El Poblado,,510603,CONFUTURO,,,2,6.18328523635864,-75.58544921875,El Poblado,13,Cl. 26 Sur,5352433,Casa,Used,,,,3,1900000000,,6,5500102
SurOccidente,0,,"Canchas Deportivas, En conjunto cerrado, Jardin, Parqueadero Visitantes, Salon Comunal, Vigilancia, Vivienda Bifamiliar, Zonas Verdes","Cocina Integral, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",80.0,3,9 a 15 anos,Venta,5500006,Medellin,"Casa en lomas de los bernalrebajada de precio  unidad, cerca a belen aliadasbuen transporte publico, cerca al euro de los bernal, cerca clinica las americas, colegios, universidades, centro comercial arkadia, unicentro, molinos, gran via, aeropuerto local, price smart, moll de la mota, a la 80 y 70, pista de maria luisa calle, parque juan pablo segundo.3 niveles, con parqueadero propio asignado, unidad cerrada, posibilidad de hacerle terraza en la alcoba principal",Loma de los Bernal,,1715299,Eliseo Toro Ramirez,,1,1,6.21923065185547,-75.6035308837891,Loma de los Bernal,18,Casas de Valbuena,6106750,Casa,Used,,,,3,268000000,,4,5500105
SurOriente,484000,,"Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Jaula de Golf, Parqueadero Visitantes, Sala de internet, Terraza, Vigilancia, Vista panoramica, Vivienda Multifamiliar, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",204.0,4,16 a 30 anos,Venta,5500006,Medellin,"Venta de casa en El Poblado,  Sector de Castropol,  area 204 m2 de 3 alcobas mas alcoba de servicio,  bilioteca o cuarta alcoba,  amplia sala comedor,  balcon,  cocina integral  ,  terraza parte cubierta,  zona verde privada,  2 parqueaderos y cuarto util. Casa de 3 pisos,  el ultimo piso es una biblioteca o cuarta alcoba,  con cocina y banos remodelados en unidad cerrada con porteria 24 horas,  zonas verdes,  juegos infantiles y senderos. Con varios ingresos como la avenida el Poblado,  Las Palmas y la 10.",Castropol,,236365,Jorge Gomez Propiedad Raiz,,,2,6.22042512893677,-75.5679168701172,Castropol,18,calle 17  41-220,6117719,Casa,Used,,,,3,680000000,,6,5500102
SurOriente,498000,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Terraza, Vigilancia, Zonas Verdes","Calentador, Citofono, Cocina Integral, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Comercial, Zona Residencial",210.0,3,,Venta,5500006,Medellin,"En venta espectacular casa multi-nivel,  en exclusivo sector de El Tesoro,  conjunto residencial de pocas unidades,  cercano a todos los comercios,  Colegios y avenida Las Vegas,  con facilidad de vias de acceso y transporte publico,  desde la av. El Poblado y estaciones del Metro.  Consta de 3 amplias habitaciones con closets en perfecto estado,  2 banos,  mas bano social.           Cercado, Deposito, Estudio, Jacuzzi, Jardin Privado, Patio, Vigilancia Privada.",Las Lomas,,482511,Rentahouse Colombia SAS,,,2,6.21944093704224,-75.5526809692383,Las Lomas,20,"Loma del Tesoro,Medellin,Antioquia",6050576,Casa,Used,,,,3,800000000,,6,5500102
NorOccidente,0,,,"Balcon, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol",,52.0,1,,Venta,5500006,Medellin,La casa es de un segundo piso consta de 2 habitaciones sala balcon cocina semi integral bano en ceramica y cabinado Bien iluminada Cerca de colegios cafeterias restantes y rutas de transporte e integrados del metro a 10 min de la estacion santa Lucia Cual quier informacion escribir al WhatsApp,,,2317493,Esso Messa,,,,6.26119327545166,-75.609001159668,,20,carrera 95 # 49 a 41 int 222 ,6106501,Casa,Used,,,,2,120000000,,3,5500104
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Terraza","Bano de Servicio, Calentador, Closet, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",166.0,3,,Venta,5500006,Medellin,"Casa primer piso en  Propiedad Horizontal,   Belen la Palma,   zona residencial tranquila cerca a supermercados,  al parque de Belen centro comercial  los Molinos,  buenas vias de acceso y  transporte publico comodidades 3 alcobas con closet,  la alcoba principal  con bano privado,  salon comedor,  bano alcobas y bano social,  cocina integral  con barra americana   zona de ropas,  2 patios  piso en ceramica,  garaje doble lineal y terraza exterior  con reja  corrediza y puerta garaje electronicas  Area 166 metros  Venta $550.000.000   Predial $1.400.000   Estrato 4. Oficina 3410088. Consultanos en: www.vygpropiedadraiz.com.",,,495896,VyG Propiedad Raiz,,,1,0,0,,20,CL 31 80 A 21,5662732,Casa,Used,,,,3,550000000,,4,0
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s)","Balcon, Bano de Servicio, Calentador, Closet, Cocina Integral, Cuarto de Servicio, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",223.0,2,,Venta,5500006,Medellin,"Casa 2 piso propiedad horizontal,  Laureles Medellin zona residencial,  cerca a Iglesias,  establecimientos comerciales,  supermercados,  buenas vias de acceso,  transporte publico,   comodidades 4 alcobas  con closets mas alcoba del servicio,  2 banos, ,  salon comedor,  biblioteca,  sala de t.v.  cocina integral ,  2 patios,  garaje electronico area 223 mts Venta $656.000.000,  Predial $422.837,  Avaluo $170.843.000.  Of 3410088 consultanos en: www.vygpropiedadraiz.com.",,,495896,VyG Propiedad Raiz,,1,1,0,0,,15,CL 32 E 78 31 201,5601492,Casa,Used,,,,4,656000000,,5,0
Occidente,0,,,"Balcon, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",204.0,3,16 a 30 anos,Venta,5500006,Medellin,"GRUPO ISARCO PROPIEDADES OFRECE CASA EN SIMON BOLIVAR/LAURELES ALMERIA: Con 204 M2,  4 habitaciones,  la principal con bano y vestier,  segunda habitacion con bano y closet,  tercera y cuarta habitacion con closet,  mas alcoba de servicio,  3 banos,  sala,  comedor,  cocina integral con barra movil,  2 star,  bar,  2 patios,  zona de ropas,  util y garaje en el primer piso. Cerca a colegios y universidades,  centros comerciales,  supermercados,  buen servicio de transporte publico. Estrato 5..",Simon Bolivar,,1163672,Isarco Propiedades,,2,1,6.24626016616821,-75.6052398681641,Simon Bolivar,18,Simón Bolivar,5705172,Casa,Used,,,,4,600000000,,5,5500106
Occidente,0,,,"Balcon, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",340.0,6,16 a 30 anos,Venta,5500006,Medellin,"VENDO CASA,  EN LA CASTELLANA,  3 niveles,  7 alcobas,  3 patios,  1 garaje,  alcoba de servicio,  sala comedor,  7 balcones,   area de lote 279mts. construidos 340 mts. muy apropiada para oficinas o para construir un edificio. excelente ubicacion..",La Castellana,,1198978,Mia Inmobiliaria,,3,1,6.24160003662109,-75.6058120727539,La Castellana,22,calle 34 No. 82A -68,6118009,Casa,Used,,,,7,990000000,,5,5500106
NorOriente,0,,Vivienda Bifamiliar,"Balcon, Cocina Integral, Estudio, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",97.0,2,Mas de 30 anos,Venta,5500006,Medellin,"Hermosa casa para la venta en Medellin, sector Parque Obrero en Boston. En estos amplios e iluminados espacios encontramos: Sala, comedor, hall, balcon, cuatro alcobas con su closet cada una, dos banos enchapados y con cabina en vidrio templado, biblioteca, cocina integral, lavanderia y cuarto de linos. Facil acceso, cercana a servicios complementarios: Clinicas, colegios, iglesias, supermercados, ciclovia, rutas de transporte publico, muy cercana al centro de la ciudad.",Boston,,2974439,Claudia Herrera Ramirez,,2,,6.25007486343384,-75.5571441650391,Boston,12,Calle 58 A  39 03,6110385,Casa,Used,,,,4,300000000,,4,5500103
Occidente,1,,,"Alarma, Balcon, Bano Auxiliar, Cocina Integral, Cocina tipo Americano, Cuarto de servicio, Deposito / Bodega, Despensa, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",320.0,4,9 a 15 anos,Venta,5500006,Medellin,"A la venta hermosa Casa 2 niveles en Simon bolivar 320 mts24 alcobas todas con closet + alcoba de servicio con bano, la principal tiene bano y vestier.Terraza en el segundo piso en la parte trasera de la casa.salas y un salon comedor grande.3 patios uno de ellos es tapado.Cocina integral grande moderna.Garaje interno.3 puertas de seguridad blindada.Piso en retal de marmol830.000.000 negociable",Simon Bolivar,,2975488,Alejandro Jaramillo,,1,1,0,0,Simon Bolivar,6,calle 42,6110325,Casa,Used,,,,4,830000000,,4,5500106
